Reactor Name,Reactor Status,Country,Reactor Type,Model,Owner,Operator,Reference Unit Power (Net Capacity) [MWe],Design Net Capacity [MWe],Gross Capacity [MWe],Thermal Capacity [MWt],Construction Start Date,First Criticality Date,Construction Suspended Date,Construction Restart Date,First Grid Connection,Commercial Operation Date,Suspended Operation Date,End of Suspended Operation Date,Permanent Shutdown Date,Thermal Efficiency [%],Energy Efficiency [%],Years Connected
MCGUIRE-2,Operational,United States of America,PWR,WH 4LP (ICECND),Duke Energy  Corp.,Duke Energy  Corp.,1158,1180,1215,3411,1971-04-01,1983-05-08,,,1983-05-23,1984-03-01,,,,33.95,34.59,0
MILLSTONE-1,Permanent Shutdown,United States of America,BWR,,,Dominion Energy,641,660,684,2011,1966-05-01,1970-10-26,,,1970-11-29,1971-03-01,,,1998-07-01,31.87,32.82,0
MILLSTONE-2,Operational,United States of America,PWR,CE 2LP (DRYAMB),"Dominion Resources, Inc.",Dominion Energy,869,870,918,2700,1969-11-01,1975-10-17,,,1975-11-09,1975-12-26,,,,32.19,32.22,0
MILLSTONE-3,Operational,United States of America,PWR,WH 4LP (DRYSUB),"Dominion Resources, Inc.",Dominion Energy,1210,1159,1280,3650,1974-08-09,1986-01-23,,,1986-02-12,1986-04-23,,,,33.15,31.75,0
MONTICELLO,Operational,United States of America,BWR,BWR-3 (Mark 1),Xcel Energy,Northern States Power Co. (subsidiary of Xcel Energy),628,545,691,2004,1967-06-19,1970-12-10,,,1971-03-05,1971-06-30,,,,31.34,27.2,0
NINE MILE POINT-1,Operational,United States of America,BWR,BWR-2 (Mark 1),"Exelon Nuclear, Électricité de France","Exelon Generation Co., LLC",613,620,642,1850,1965-04-12,1969-09-05,,,1969-11-09,1969-12-01,,,,33.14,33.51,0
NINE MILE POINT-2,Operational,United States of America,BWR,BWR-5 (Mark 2),"Exelon Nuclear, Électricité de France","Exelon Generation Co., LLC",1277,1100,1320,3988,1975-08-01,1987-05-23,,,1987-08-08,1988-03-11,,,,32.02,27.58,0
NORTH ANNA-1,Operational,United States of America,PWR,WH 3LP (DRYSUB),Virginia Electric Power Co.,Dominion Energy,948,907,990,2940,1971-02-19,1978-04-05,,,1978-04-17,1978-06-06,,,,32.24,30.85,0
NORTH ANNA-2,Operational,United States of America,PWR,WH 3LP (DRYSUB),Virginia Electric Power Co.,Dominion Energy,944,907,1011,2940,1971-02-19,1980-06-12,,,1980-08-25,1980-12-14,,,,32.11,30.85,0
OCONEE-1,Operational,United States of America,PWR,B&W LLP (DRYAMB),Duke Energy  Corp.,Duke Energy  Corp.,847,887,891,2568,1967-11-06,1973-04-19,,,1973-05-06,1973-07-15,,,,32.98,34.54,0
OCONEE-2,Operational,United States of America,PWR,B&W LLP (DRYAMB),Duke Energy  Corp.,Duke Energy  Corp.,848,887,891,2568,1967-11-06,1973-11-11,,,1973-12-05,1974-09-09,,,,33.02,34.54,0
OCONEE-3,Operational,United States of America,PWR,B&W LLP (DRYAMB),Duke Energy  Corp.,Duke Energy  Corp.,859,887,900,2568,1967-11-06,1974-09-05,,,1974-09-18,1974-12-16,,,,33.45,34.54,0
OYSTER CREEK,Permanent Shutdown,United States of America,BWR,BWR-2 (Mark 1),Exelon Corporation,"Exelon Generation Co., LLC",619,650,652,1930,1964-12-15,1969-05-03,,,1969-09-23,1969-12-01,,,2018-09-17,32.07,33.68,0
PALISADES,Permanent Shutdown,United States of America,PWR,CE 2LP (DRYAMB),"Entergy Nuclear Operations, Inc.","Entergy Nuclear Operations, Inc.",805,805,850,2565,1967-03-12,1971-05-22,,,1971-12-29,N/A,,,2022-05-20,31.38,31.38,0
PALO VERDE-1,Operational,United States of America,PWR,CE80 2LP (DRYAMB),ARIZONA PUBLIC SERVICE CO.,ARIZONA PUBLIC SERVICE CO.,1311,1221,1414,3990,1976-05-25,1985-05-25,,,1985-06-10,1986-01-28,,,,32.86,30.6,0
PALO VERDE-2,Operational,United States of America,PWR,CE80 2LP (DRYAMB),ARIZONA PUBLIC SERVICE CO.,ARIZONA PUBLIC SERVICE CO.,1314,1304,1414,3990,1976-06-01,1986-04-18,,,1986-05-20,1986-09-19,,,,32.93,32.68,0
PALO VERDE-3,Operational,United States of America,PWR,CE80 2LP (DRYAMB),ARIZONA PUBLIC SERVICE CO.,ARIZONA PUBLIC SERVICE CO.,1312,1304,1414,3990,1976-06-01,1987-10-25,,,1987-11-28,1988-01-08,,,,32.88,32.68,0
PATHFINDER,Permanent Shutdown,United States of America,BWR,Prototype,Xcel Energy,NUCLEAR MANAGEMENT CO.,59,59,63,220,1959-01-01,1964-01-01,,,1966-07-25,1966-08-01,,,1967-10-01,26.82,26.82,0
PEACH BOTTOM-1,Permanent Shutdown,United States of America,HTGR,,"Exelon Generation Co., LLC","Exelon Generation Co., LLC",40,40,42,115,1962-02-01,1966-03-03,,,1967-01-27,1967-06-01,,,1974-11-01,34.78,34.78,0
PEACH BOTTOM-2,Operational,United States of America,BWR,BWR-4 (Mark 1),"EXELON Corp. (50%) 
PSEG Power (50%)","Exelon Generation Co., LLC",1300,1065,1412,3951,1968-01-31,1973-09-16,,,1974-02-18,1974-07-05,,,,32.9,26.96,0
PEACH BOTTOM-3,Operational,United States of America,BWR,BWR-4 (Mark 1),"EXELON Corp. (50%) 
PSEG Power (50%)","Exelon Generation Co., LLC",1331,1065,1412,3951,1968-01-31,1974-08-07,,,1974-09-01,1974-12-23,,,,33.69,26.96,0
PERRY-1,Operational,United States of America,BWR,BWR-6 (Mark 3),CLEVELAND ELECTRIC ILLUMINATING CO.,FIRST ENERGY NUCLEAR OPERATING CO.,1240,1205,1303,3758,1974-10-01,1986-06-06,,,1986-12-19,1987-11-18,,,,33.0,32.06,0
PILGRIM-1,Permanent Shutdown,United States of America,BWR,BWR-3 (Mark 1),"Entergy Nuclear Operations, Inc.","Entergy Nuclear Operations, Inc.",677,655,711,2028,1968-08-26,1972-06-16,,,1972-07-19,1972-12-01,,,2019-05-31,33.38,32.3,0
PIQUA,Permanent Shutdown,United States of America,X,OCM (Organically Cooled and Moderated Reactor),U.S. Atomic Energy Commission,City of Piqua Government,12,11,12,46,1960-01-01,1961-01-01,,,1963-07-01,1963-11-01,,,1966-01-01,26.09,23.91,0
POINT BEACH-1,Operational,United States of America,PWR,WH 2LP (DRYAMB),"NextEra Energy Resources, LLC","NextEra Energy Resources, LLC",591,497,640,1800,1967-07-19,1970-11-02,,,1970-11-06,1970-12-21,,,,32.83,27.61,0
POINT BEACH-2,Operational,United States of America,PWR,WH 2LP (DRYAMB),"NextEra Energy Resources, LLC","NextEra Energy Resources, LLC",591,497,640,1800,1968-07-25,1972-05-30,,,1972-08-02,1972-10-01,,,,32.83,27.61,0
PRAIRIE ISLAND-1,Operational,United States of America,PWR,WH 2LP (DRYAMB),Xcel Energy,Northern States Power Co. (subsidiary of Xcel Energy),522,530,566,1677,1968-06-25,1973-12-01,,,1973-12-04,1973-12-16,,,,31.13,31.6,0
PRAIRIE ISLAND-2,Operational,United States of America,PWR,WH 2LP (DRYAMB),Xcel Energy,Northern States Power Co. (subsidiary of Xcel Energy),519,530,560,1677,1969-06-25,1974-12-17,,,1974-12-21,1974-12-21,,,,30.95,31.6,0
QUAD CITIES-1,Operational,United States of America,BWR,BWR-3 (Mark 1),"Exelon (75%), MidAmerican Energy (25%)","Exelon Generation Co., LLC",908,789,940,2957,1967-02-15,1971-10-18,,,1972-04-12,1973-02-18,,,,30.71,26.68,0
QUAD CITIES-2,Operational,United States of America,BWR,BWR-3 (Mark 1),"Exelon (75%), MidAmerican Energy (25%)","Exelon Generation Co., LLC",911,789,940,2957,1967-02-15,1972-04-26,,,1972-05-23,1973-03-10,,,,30.81,26.68,0
RANCHO SECO-1,Permanent Shutdown,United States of America,PWR,PWR,Sacramento Municipal Utility District,SACRAMENTO MUNICIPAL UTILITY DISTRICT,873,918,917,2772,1969-04-01,1974-09-16,,,1974-10-13,1975-04-17,,,1989-06-07,31.49,33.12,0
RIVER BEND-1,Operational,United States of America,BWR,BWR-6 (Mark 3),"ENTERGY GULF STATES, INC.","Entergy Nuclear Operations, Inc.",967,966,1016,3091,1977-03-25,1985-10-31,,,1985-12-03,1986-06-16,,,,31.28,31.25,0
ROBINSON-2,Operational,United States of America,PWR,WH 3LP (DRYAMB),"PROGRESS ENERGY Carolinas, Inc.",Progress Energy,741,700,780,2339,1967-04-13,1970-09-20,,,1970-09-26,1971-03-07,,,,31.68,29.93,0
SALEM-1,Operational,United States of America,PWR,WH 4LP (DRYAMB),"PSEG Power, Inc.","PSEG Nuclear, LLC",1169,1090,1254,3459,1968-09-25,1976-12-11,,,1976-12-25,1977-06-30,,,,33.8,31.51,0
SALEM-2,Operational,United States of America,PWR,WH 4LP (DRYAMB),"PSEG Power, Inc.","PSEG Nuclear, LLC",1158,1115,1200,3459,1968-09-25,1980-08-08,,,1981-06-03,1981-10-13,,,,33.48,32.23,0
SAN ONOFRE-1,Permanent Shutdown,United States of America,PWR,PWR,SOUTHERN CALIFORNIA EDISON Co.,SOUTHERN CALIFORNIA EDISON Co.,436,436,456,1347,1964-05-01,1967-06-14,,,1967-07-16,1968-01-01,,,1992-11-30,32.37,32.37,0
SAN ONOFRE-2,Permanent Shutdown,United States of America,PWR,CE (2-loop) DRYAMB,SOUTHERN CALIFORNIA EDISON Co.,SOUTHERN CALIFORNIA EDISON Co.,1070,1070,1127,3438,1974-03-01,1982-07-26,,,1982-09-20,1983-08-08,,,2013-06-07,31.12,31.12,0
SAN ONOFRE-3,Permanent Shutdown,United States of America,PWR,CE (2-loop) DRYAMB,SOUTHERN CALIFORNIA EDISON Co.,SOUTHERN CALIFORNIA EDISON Co.,1080,1070,1127,3438,1974-03-01,1983-08-29,,,1983-09-25,1984-04-01,,,2013-06-07,31.41,31.12,0
SAXTON,Permanent Shutdown,United States of America,PWR,25,Saxton Nuclear Experimanetal Corp.,Saxton Nuclear Experimental Reactor Corporation,3,3,3,24,1960-01-01,1967-01-01,,,1967-03-01,N/A,,,1972-05-01,12.5,12.5,0
SEABROOK-1,Operational,United States of America,PWR,WH 4LP (DRYAMB),"NextEra Energy Resources, LLC","NextEra Energy Resources, LLC",1246,1149,1296,3648,1976-07-07,1989-06-13,,,1990-05-29,1990-08-19,,,,34.16,31.5,0
SEQUOYAH-1,Operational,United States of America,PWR,WH 4LP (ICECND),Tennessee Valley Authority,Tennessee Valley Authority,1152,1148,1221,3455,1970-05-27,1980-07-05,,,1980-07-22,1981-07-01,,,,33.34,33.23,0
SEQUOYAH-2,Operational,United States of America,PWR,WH 4LP (ICECND),Tennessee Valley Authority,Tennessee Valley Authority,1139,1148,1200,3455,1970-05-27,1981-11-05,,,1981-12-23,1982-06-01,,,,32.97,33.23,0
SHIPPINGPORT,Permanent Shutdown,United States of America,PWR,PLWBR,Department of Energy and Duquesne Light Co.,Department of Energy and Duquesne Light Co.,60,60,68,236,1954-01-01,1957-01-01,,,1957-12-02,1958-05-26,,,1982-10-01,25.42,25.42,0
SHOREHAM,Permanent Shutdown,United States of America,BWR,BWR,Long Island Lighting Company,Long Island Power Authority,820,809,849,2436,1972-11-01,1985-02-15,,,1986-08-01,N/A,,,1989-06-28,33.66,33.21,0
SOUTH TEXAS-1,Operational,United States of America,PWR,WH 4LP (DRYAMB),"NRG Energy, Inc.",STP Nuclear Operating Co.,1280,1250,1354,3853,1975-12-22,1988-03-08,,,1988-03-30,1988-08-25,,,,33.22,32.44,0
SOUTH TEXAS-2,Operational,United States of America,PWR,WH 4LP (DRYAMB),"NRG Energy, Inc.",STP Nuclear Operating Co.,1280,1250,1354,3853,1975-12-22,1989-03-12,,,1989-04-11,1989-06-19,,,,33.22,32.44,0
ST. LUCIE-1,Operational,United States of America,PWR,CE 2LP (DRYAMB),Florida Power & Light Co.,Florida Power & Light Co.,981,830,1045,3020,1970-07-01,1976-04-22,,,1976-05-07,1976-12-21,,,,32.48,27.48,0
ST. LUCIE-2,Operational,United States of America,PWR,CE 2LP (DRYAMB),Florida Power & Light Co.,Florida Power & Light Co.,987,830,1050,3020,1977-06-02,1983-06-02,,,1983-06-13,1983-08-08,,,,32.68,27.48,0
SUMMER-1,Operational,United States of America,PWR,WH 3LP (DRYAMB),SOUTH CAROLINA ELECTRIC & GAS CO.,SOUTH CAROLINA ELECTRIC & GAS CO.,973,900,1006,2900,1973-03-21,1982-10-22,,,1982-11-16,1984-01-01,,,,33.55,31.03,0
SURRY-1,Operational,United States of America,PWR,WH 3LP (DRYSUB),"Dominion Resources, Inc.",Dominion Energy,838,788,890,2587,1968-06-25,1972-07-01,,,1972-07-04,1972-12-22,,,,32.39,30.46,0
SURRY-2,Operational,United States of America,PWR,WH 3LP (DRYSUB),"Dominion Resources, Inc.",Dominion Energy,838,788,890,2587,1968-06-25,1973-03-07,,,1973-03-10,1973-05-01,,,,32.39,30.46,0
SUSQUEHANNA-1,Operational,United States of America,BWR,BWR-4 (Mark 2),PPL Corporation (former PENNSYLVANIA POWER & LIGHT CO. (PP&L)),"PPL Susquehanna, LLC",1257,1065,1330,3952,1973-11-02,1982-09-10,,,1982-11-16,1983-06-08,,,,31.81,26.95,0
SUSQUEHANNA-2,Operational,United States of America,BWR,BWR-4 (Mark 2),PPL Corporation (former PENNSYLVANIA POWER & LIGHT CO. (PP&L)),"PPL Susquehanna, LLC",1257,1065,1330,3952,1973-11-02,1984-05-08,,,1984-07-03,1985-02-12,,,,31.81,26.95,0
THREE MILE ISLAND-1,Permanent Shutdown,United States of America,PWR,B&W LLP (DRYAMB),Exelon Corporation,"Exelon Generation Co., LLC",819,819,880,2568,1968-05-18,1974-06-05,,,1974-06-19,1974-09-02,,,2019-09-20,31.89,31.89,0
THREE MILE ISLAND-2,Permanent Shutdown,United States of America,PWR,PWR,,"GENERAL PUBLIC UTILITIES
(owned by FirstEnergy Corp.)",880,906,959,2772,1969-11-01,1978-03-27,,,1978-04-21,1978-12-30,,,1979-03-28,31.75,32.68,0
TROJAN,Permanent Shutdown,United States of America,PWR,,,PORTLAND GENERAL ELECTRIC CO.,1095,1130,1155,3411,1970-02-01,1975-12-15,,,1975-12-23,1976-05-20,,,1992-11-09,32.1,33.13,0
TURKEY POINT-3,Operational,United States of America,PWR,WH 3LP (DRYAMB),Florida Power & Light Co.,Florida Power & Light Co.,837,693,829,2644,1967-04-27,1972-10-20,,,1972-11-02,1972-12-14,,,,31.66,26.21,0
TURKEY POINT-4,Operational,United States of America,PWR,WH 3LP (DRYAMB),Florida Power & Light Co.,Florida Power & Light Co.,821,693,829,2644,1967-04-27,1973-06-11,,,1973-06-21,1973-09-07,,,,31.05,26.21,0
VERMONT YANKEE,Permanent Shutdown,United States of America,BWR,BWR-4 (Mark 1),"Entergy Nuclear Operations, Inc.","Entergy Nuclear Operations, Inc.",605,514,635,1912,1967-12-11,1972-03-24,,,1972-09-20,1972-11-30,,,2014-12-29,31.64,26.88,0
VOGTLE-1,Operational,United States of America,PWR,WH 4LP (DRYAMB),GEORGIA POWER CO.,"Southern Nuclear Operating Company, Inc.",1150,1122,1229,3626,1976-08-01,1987-03-09,,,1987-03-27,1987-06-01,,,,31.72,30.94,0
VOGTLE-2,Operational,United States of America,PWR,WH 4LP (DRYAMB),GEORGIA POWER CO.,"Southern Nuclear Operating Company, Inc.",1152,1101,1229,3626,1976-08-01,1989-03-28,,,1989-04-10,1989-05-20,,,,31.77,30.36,0
VOGTLE-3,Operational,United States of America,PWR,AP-1000,GEORGIA POWER CO.,"Southern Nuclear Operating Company, Inc.",1117,1117,1250,3400,2013-03-02,2023-03-01,,,2023-03-31,2023-07-31,,,,32.85,32.85,0
VOGTLE-4,Operational,United States of America,PWR,AP-1000,GEORGIA POWER CO.,"Southern Nuclear Operating Company, Inc.",1117,1117,1250,3400,2013-11-19,2024-02-14,,,2024-03-06,2024-04-29,,,,32.85,32.85,0
WATERFORD-3,Operational,United States of America,PWR,CE 2LP (DRYAMB),"ENTERGY LOUISIANA, INC.","Entergy Nuclear Operations, Inc.",1168,1104,1250,3716,1974-11-14,1985-03-04,,,1985-03-18,1985-09-24,,,,31.43,29.71,0
WATTS BAR-1,Operational,United States of America,PWR,WH 4LP (ICECND),Tennessee Valley Authority,Tennessee Valley Authority,1157,1218,1210,3459,1973-07-20,1996-01-01,,,1996-02-06,1996-05-27,,,,33.45,35.21,0
WATTS BAR-2,Operational,United States of America,PWR,WH 4LP (ICECND),Tennessee Valley Authority,Tennessee Valley Authority,1164,1165,1218,3411,1973-09-01,2016-05-23,1985-09-17,2007-10-15,2016-06-03,2016-10-19,,,,34.12,34.15,0
WOLF CREEK,Operational,United States of America,PWR,WH 4LP (DRYAMB),Kansas City Power & Light Co.,WOLF CREEK NUCLEAR OPERATING CORP.,1200,1170,1285,3565,1977-05-31,1985-05-22,,,1985-06-12,1985-09-03,,,,33.66,32.82,0
YANKEE NPS,Permanent Shutdown,United States of America,PWR,PWR,YANKEE ATOMIC ELECTRIC CO.,YANKEE ATOMIC ELECTRIC CO.,167,175,180,600,1957-11-01,1960-08-19,,,1960-11-10,1961-07-01,,,1991-10-01,27.83,29.17,0
ZION-1,Permanent Shutdown,United States of America,PWR,WH 4LP,"Exelon Generation Co., LLC","Exelon Generation Co., LLC",1040,1040,1085,3250,1968-12-01,1973-06-19,,,1973-06-28,1973-12-31,,,1998-02-13,32.0,32.0,0
ZION-2,Permanent Shutdown,United States of America,PWR,WH 4LP,"Exelon Generation Co., LLC","Exelon Generation Co., LLC",1040,1040,1085,3250,1968-12-01,1973-12-24,,,1973-12-26,1974-09-17,,,1998-02-13,32.0,32.0,0
